 1.16591440e+05  3.14578607e+01  1.16591440e+05  9.38470782e+01 
 1.25892541e+05  3.07950292e+01  1.25892541e+05  9.34595059e+01 
 1.35935639e+05  3.01316493e+01  1.35935639e+05  9.30919701e+01 
 1.46779927e+05  2.94677973e+01  1.46779927e+05  9.27423769e+01 
 1.58489319e+05  2.88035387e+01  1.58489319e+05  9.24087234e+01 
 1.71132830e+05  2.81389299e+01  1.71132830e+05  9.20890891e+01 
 1.84784980e+05  2.74740190e+01  1.84784980e+05  9.17816265e+01 
 1.99526231e+05  2.68088470e+01  1.99526231e+05  9.14845528e+01 
 2.15443469e+05  2.61434490e+01  2.15443469e+05  9.11961402e+01 
 2.32630507e+05  2.54778547e+01  2.32630507e+05  9.09147075e+01 
 2.51188643e+05  2.48120894e+01  2.51188643e+05  9.06386109e+01 
 2.71227258e+05  2.41461743e+01  2.71227258e+05  9.03662350e+01 
 2.92864456e+05  2.34801269e+01  2.92864456e+05  9.00959843e+01 
 3.16227766e+05  2.28139618e+01  3.16227766e+05  8.98262740e+01 
 3.41454887e+05  2.21476910e+01  3.41454887e+05  8.95555212e+01 
 3.68694506e+05  2.14813236e+01  3.68694506e+05  8.92821357e+01 
 3.98107171e+05  2.08148667e+01  3.98107171e+05  8.90045113e+01 
 4.29866235e+05  2.01483254e+01  4.29866235e+05  8.87210164e+01 
 4.64158883e+05  1.94817024e+01  4.64158883e+05  8.84299847e+01 
 5.01187234e+05  1.88149989e+01  5.01187234e+05  8.81297054e+01 
 5.41169527e+05  1.81482140e+01  5.41169527e+05  8.78184137e+01 
 5.84341413e+05  1.74813449e+01  5.84341413e+05  8.74942804e+01 
 6.30957344e+05  1.68143868e+01  6.30957344e+05  8.71554017e+01 
 6.81292069e+05  1.61473329e+01  6.81292069e+05  8.67997878e+01 
 7.35642254e+05  1.54801741e+01  7.35642254e+05  8.64253521e+01 
 7.94328235e+05  1.48128988e+01  7.94328235e+05  8.60298994e+01 
 8.57695899e+05  1.41454927e+01  8.57695899e+05  8.56111131e+01 
 9.26118728e+05  1.34779384e+01  9.26118728e+05  8.51665427e+01 
 1.00000000e+06  1.28102151e+01  1.00000000e+06  8.46935901e+01 
 1.07977516e+06  1.21422980e+01  1.07977516e+06  8.41894958e+01 
 1.16591440e+06  1.14741578e+01  1.16591440e+06  8.36513235e+01 
 1.25892541e+06  1.08057600e+01  1.25892541e+06  8.30759453e+01 
 1.35935639e+06  1.01370642e+01  1.35935639e+06  8.24600251e+01 
 1.46779927e+06  9.46802302e+00  1.46779927e+06  8.18000020e+01 
 1.58489319e+06  8.79858112e+00  1.58489319e+06  8.10920730e+01 
 1.71132830e+06  8.12867402e+00  1.71132830e+06  8.03321752e+01 
 1.84784980e+06  7.45822660e+00  1.84784980e+06  7.95159673e+01 
 1.99526231e+06  6.78715150e+00  1.99526231e+06  7.86388114e+01 
 2.15443469e+06  6.11534718e+00  2.15443469e+06  7.76957546e+01 
 2.32630507e+06  5.44269582e+00  2.32630507e+06  7.66815108e+01 
 2.51188643e+06  4.76906082e+00  2.51188643e+06  7.55904437e+01 
